Date, Open, High, Low, Close, Volume
2000-01-03 00:00:00-05:00, 4.074999809265137, 4.478125095367432, 3.9523439407348633, 4.46875, 322352000.0
2000-01-04 00:00:00-05:00, 4.268750190734863, 4.574999809265137, 4.087500095367432, 4.096875190734863, 349748000.0
2000-01-05 00:00:00-05:00, 3.5250000953674316, 3.7562499046325684, 3.4000000953674316, 3.487499952316284, 769148000.0
2000-01-06 00:00:00-05:00, 3.565624952316284, 3.6343750953674316, 3.200000047683716, 3.278125047683716, 375040000.0
2000-01-07 00:00:00-05:00, 3.3499999046325684, 3.5250000953674316, 3.309375047683716, 3.4781250953674316, 210108000.0
2000-01-10 00:00:00-05:00, 3.628124952316284, 3.6312499046325684, 3.278125047683716, 3.4593749046325684, 295158000.0
2000-01-11 00:00:00-05:00, 3.34375, 3.5, 3.25, 3.3375000953674316, 210654000.0
2000-01-12 00:00:00-05:00, 3.393749952316284, 3.4000000953674316, 3.1500000953674316, 3.1781249046325684, 216090000.0
2000-01-13 00:00:00-05:00, 3.246875047683716, 3.359375, 3.15625, 3.296875, 208962000.0
2000-01-14 00:00:00-05:00, 3.3375000953674316, 3.4312500953674316, 3.200000047683716, 3.2125000953674316, 137072000.0
2000-01-18 00:00:00-05:00, 3.171875, 3.2593750953674316, 3.1500000953674316, 3.206249952316284, 107698000.0
2000-01-19 00:00:00-05:00, 3.206249952316284, 3.375, 3.1500000953674316, 3.340625047683716, 164910000.0
2000-01-20 00:00:00-05:00, 3.346874952316284, 3.3499999046325684, 3.1968750953674316, 3.237499952316284, 119560000.0
2000-01-21 00:00:00-05:00, 3.231250047683716, 3.231250047683716, 3.0, 3.1031250953674316, 229238000.0
2000-01-24 00:00:00-05:00, 3.378124952316284, 3.668750047683716, 3.375, 3.5062499046325684, 583404000.0
2000-01-25 00:00:00-05:00, 3.5, 3.5625, 3.299999952316284, 3.4625000953674316, 188682000.0
2000-01-26 00:00:00-05:00, 3.4312500953674316, 3.5, 3.237499952316284, 3.2406249046325684, 131160000.0
2000-01-27 00:00:00-05:00, 3.2593750953674316, 3.387500047683716, 3.231250047683716, 3.346874952316284, 135680000.0
2000-01-28 00:00:00-05:00, 3.25, 3.3218750953674316, 3.0, 3.0843749046325684, 275558000.0
2000-01-31 00:00:00-05:00, 3.018749952316284, 3.237499952316284, 2.921875, 3.2281250953674316, 213958000.0
2000-02-01 00:00:00-05:00, 3.375, 3.53125, 3.21875, 3.371875047683716, 268092000.0
2000-02-02 00:00:00-05:00, 3.3968749046325684, 3.612499952316284, 3.387500047683716, 3.471874952316284, 280518000.0
2000-02-03 00:00:00-05:00, 4.056250095367432, 4.296875, 3.8687500953674316, 4.209374904632568, 875000000.0
2000-02-04 00:00:00-05:00, 4.137499809265137, 4.137499809265137, 3.893749952316284, 3.9281249046325684, 220460000.0
2000-02-07 00:00:00-05:00, 3.809375047683716, 3.84375, 3.65625, 3.75, 202580000.0
2000-02-08 00:00:00-05:00, 3.700000047683716, 4.199999809265137, 3.671875, 4.15625, 389456000.0
2000-02-09 00:00:00-05:00, 4.027344226837158, 4.186718940734863, 4.000781059265137, 4.012499809265137, 191608000.0
2000-02-10 00:00:00-05:00, 3.924999952316284, 3.9937500953674316, 3.7750000953674316, 3.809375047683716, 199592000.0
2000-02-11 00:00:00-05:00, 3.856250047683716, 3.956249952316284, 3.7750000953674316, 3.809375047683716, 166180000.0
2000-02-14 00:00:00-05:00, 3.784374952316284, 3.7874999046325684, 3.6781249046325684, 3.721874952316284, 103394000.0
2000-02-15 00:00:00-05:00, 3.671875, 3.809375047683716, 3.53125, 3.690624952316284, 128490000.0
2000-02-16 00:00:00-05:00, 3.637500047683716, 3.671875, 3.53125, 3.534374952316284, 85204000.0
